Year;Value;Country;Region;Income group
2008;37,3;Liberia;Sub-Saharan Africa;Low income
2009;36,5;Liberia;Sub-Saharan Africa;Low income
2010;36,5;Liberia;Sub-Saharan Africa;Low income
2011;36,7;Liberia;Sub-Saharan Africa;Low income
2012;37,7;Liberia;Sub-Saharan Africa;Low income
2013;39,2;Liberia;Sub-Saharan Africa;Low income
2014;41,2;Liberia;Sub-Saharan Africa;Low income
2015;42,8;Liberia;Sub-Saharan Africa;Low income
2000;2,9;Lithuania;Europe & Central Asia;High income
2001;3,1;Lithuania;Europe & Central Asia;High income
2002;3,1;Lithuania;Europe & Central Asia;High income
2003;3;Lithuania;Europe & Central Asia;High income
2004;2,6;Lithuania;Europe & Central Asia;High income
2005;2,5;Lithuania;Europe & Central Asia;High income
2006;2,5;Lithuania;Europe & Central Asia;High income
2007;2,5;Lithuania;Europe & Central Asia;High income
2008;2,5;Lithuania;Europe & Central Asia;High income
2009;2,5;Lithuania;Europe & Central Asia;High income
2010;2,5;Lithuania;Europe & Central Asia;High income
2011;2,5;Lithuania;Europe & Central Asia;High income
2012;2,5;Lithuania;Europe & Central Asia;High income
2013;2,5;Lithuania;Europe & Central Asia;High income
2014;2,5;Lithuania;Europe & Central Asia;High income
2015;2,5;Lithuania;Europe & Central Asia;High income
2000;2,5;Luxembourg;Europe & Central Asia;High income
2001;2,5;Luxembourg;Europe & Central Asia;High income
2002;2,5;Luxembourg;Europe & Central Asia;High income
2003;2,5;Luxembourg;Europe & Central Asia;High income
2004;2,5;Luxembourg;Europe & Central Asia;High income
2005;2,5;Luxembourg;Europe & Central Asia;High income
2006;2,5;Luxembourg;Europe & Central Asia;High income
2007;2,5;Luxembourg;Europe & Central Asia;High income
2008;2,5;Luxembourg;Europe & Central Asia;High income
2009;2,5;Luxembourg;Europe & Central Asia;High income
2010;2,5;Luxembourg;Europe & Central Asia;High income
2011;2,5;Luxembourg;Europe & Central Asia;High income
2012;2,5;Luxembourg;Europe & Central Asia;High income
2013;2,5;Luxembourg;Europe & Central Asia;High income
2014;2,5;Luxembourg;Europe & Central Asia;High income
2015;2,5;Luxembourg;Europe & Central Asia;High income
2000;22,5;Macao SAR, China;East Asia & Pacific;High income
2001;21,9;Macao SAR, China;East Asia & Pacific;High income
2002;20,1;Macao SAR, China;East Asia & Pacific;High income
2003;17,8;Macao SAR, China;East Asia & Pacific;High income
2004;15,7;Macao SAR, China;East Asia & Pacific;High income
2005;14,2;Macao SAR, China;East Asia & Pacific;High income
2006;13,6;Macao SAR, China;East Asia & Pacific;High income
2007;13,5;Macao SAR, China;East Asia & Pacific;High income
2008;13,7;Macao SAR, China;East Asia & Pacific;High income
2009;13,8;Macao SAR, China;East Asia & Pacific;High income
2010;13,6;Macao SAR, China;East Asia & Pacific;High income
2011;13,1;Macao SAR, China;East Asia & Pacific;High income
2012;11,6;Macao SAR, China;East Asia & Pacific;High income
2013;9,6;Macao SAR, China;East Asia & Pacific;High income
2014;7,3;Macao SAR, China;East Asia & Pacific;High income
2015;6,3;Macao SAR, China;East Asia & Pacific;High income
2000;7,9;Macedonia, FYR;Europe & Central Asia;Upper middle income
2001;8,8;Macedonia, FYR;Europe & Central Asia;Upper middle income
2002;8,5;Macedonia, FYR;Europe & Central Asia;Upper middle income
2003;7,7;Macedonia, FYR;Europe & Central Asia;Upper middle income
2004;6,7;Macedonia, FYR;Europe & Central Asia;Upper middle income
2005;6,1;Macedonia, FYR;Europe & Central Asia;Upper middle income
2006;5,3;Macedonia, FYR;Europe & Central Asia;Upper middle income
2007;4,5;Macedonia, FYR;Europe & Central Asia;Upper middle income
2008;4,1;Macedonia, FYR;Europe & Central Asia;Upper middle income
2009;4;Macedonia, FYR;Europe & Central Asia;Upper middle income
2010;4,3;Macedonia, FYR;Europe & Central Asia;Upper middle income
2011;4,5;Macedonia, FYR;Europe & Central Asia;Upper middle income
2012;4,6;Macedonia, FYR;Europe & Central Asia;Upper middle income
2013;4,4;Macedonia, FYR;Europe & Central Asia;Upper middle income
2014;4,3;Macedonia, FYR;Europe & Central Asia;Upper middle income
2015;3,9;Macedonia, FYR;Europe & Central Asia;Upper middle income
2000;34,2;Madagascar;Sub-Saharan Africa;Low income
2001;35,3;Madagascar;Sub-Saharan Africa;Low income
2002;36,9;Madagascar;Sub-Saharan Africa;Low income
2003;37,5;Madagascar;Sub-Saharan Africa;Low income
2004;36,9;Madagascar;Sub-Saharan Africa;Low income
2005;35,1;Madagascar;Sub-Saharan Africa;Low income
2006;33,5;Madagascar;Sub-Saharan Africa;Low income
2007;32,5;Madagascar;Sub-Saharan Africa;Low income
2008;32,3;Madagascar;Sub-Saharan Africa;Low income
2009;32;Madagascar;Sub-Saharan Africa;Low income
2010;31,9;Madagascar;Sub-Saharan Africa;Low income
2011;31,9;Madagascar;Sub-Saharan Africa;Low income
2012;33,3;Madagascar;Sub-Saharan Africa;Low income
2013;35,5;Madagascar;Sub-Saharan Africa;Low income
2014;39;Madagascar;Sub-Saharan Africa;Low income
2015;42,3;Madagascar;Sub-Saharan Africa;Low income
2000;27,1;Malawi;Sub-Saharan Africa;Low income
2001;26,5;Malawi;Sub-Saharan Africa;Low income
2002;27;Malawi;Sub-Saharan Africa;Low income
2003;27,5;Malawi;Sub-Saharan Africa;Low income
2004;27,3;Malawi;Sub-Saharan Africa;Low income
2005;26,2;Malawi;Sub-Saharan Africa;Low income
2006;24,6;Malawi;Sub-Saharan Africa;Low income
2007;23,2;Malawi;Sub-Saharan Africa;Low income
2008;22,4;Malawi;Sub-Saharan Africa;Low income
2009;22;Malawi;Sub-Saharan Africa;Low income
2010;21,7;Malawi;Sub-Saharan Africa;Low income
2011;21,3;Malawi;Sub-Saharan Africa;Low income
2012;21,1;Malawi;Sub-Saharan Africa;Low income
2013;21,7;Malawi;Sub-Saharan Africa;Low income
2014;23,5;Malawi;Sub-Saharan Africa;Low income
2015;25,9;Malawi;Sub-Saharan Africa;Low income
2000;2,8;Malaysia;East Asia & Pacific;Upper middle income
2001;3,2;Malaysia;East Asia & Pacific;Upper middle income
2002;3,5;Malaysia;East Asia & Pacific;Upper middle income
2003;3,7;Malaysia;East Asia & Pacific;Upper middle income
2004;3,8;Malaysia;East Asia & Pacific;Upper middle income
2005;3,9;Malaysia;East Asia & Pacific;Upper middle income
2006;4,1;Malaysia;East Asia & Pacific;Upper middle income
2007;4,2;Malaysia;East Asia & Pacific;Upper middle income
2008;4,2;Malaysia;East Asia & Pacific;Upper middle income
2009;4;Malaysia;East Asia & Pacific;Upper middle income
2010;3,7;Malaysia;East Asia & Pacific;Upper middle income
2011;3,5;Malaysia;East Asia & Pacific;Upper middle income
2012;3,3;Malaysia;East Asia & Pacific;Upper middle income
2013;3;Malaysia;East Asia & Pacific;Upper middle income
2014;2,6;Malaysia;East Asia & Pacific;Upper middle income
2015;2,5;Malaysia;East Asia & Pacific;Upper middle income
2000;14;Maldives;South Asia;Upper middle income
2001;14,4;Maldives;South Asia;Upper middle income
2002;15;Maldives;South Asia;Upper middle income
2003;15,8;Maldives;South Asia;Upper middle income
2004;16,5;Maldives;South Asia;Upper middle income
2005;16,9;Maldives;South Asia;Upper middle income
2006;16,5;Maldives;South Asia;Upper middle income
2007;15,3;Maldives;South Asia;Upper middle income
2008;13,5;Maldives;South Asia;Upper middle income
2009;11,5;Maldives;South Asia;Upper middle income
2010;10;Maldives;South Asia;Upper middle income
2011;9,3;Maldives;South Asia;Upper middle income
2012;9,1;Maldives;South Asia;Upper middle income
2013;9;Maldives;South Asia;Upper middle income
2014;8,9;Maldives;South Asia;Upper middle income
2015;8,5;Maldives;South Asia;Upper middle income
2000;14,6;Mali;Sub-Saharan Africa;Low income
2001;14;Mali;Sub-Saharan Africa;Low income
2002;13,6;Mali;Sub-Saharan Africa;Low income
2003;13;Mali;Sub-Saharan Africa;Low income
2004;12,3;Mali;Sub-Saharan Africa;Low income
2005;11,2;Mali;Sub-Saharan Africa;Low income
2006;10;Mali;Sub-Saharan Africa;Low income
2007;8,8;Mali;Sub-Saharan Africa;Low income
2008;7,9;Mali;Sub-Saharan Africa;Low income
2009;7,3;Mali;Sub-Saharan Africa;Low income
2010;7,1;Mali;Sub-Saharan Africa;Low income
2011;6,8;Mali;Sub-Saharan Africa;Low income
2012;6,5;Mali;Sub-Saharan Africa;Low income
2013;5,8;Mali;Sub-Saharan Africa;Low income
2014;4,9;Mali;Sub-Saharan Africa;Low income
2015;4;Mali;Sub-Saharan Africa;Low income
2000;2,5;Malta;Middle East & North Africa;High income
2001;2,5;Malta;Middle East & North Africa;High income
2002;2,5;Malta;Middle East & North Africa;High income
2003;2,5;Malta;Middle East & North Africa;High income
2004;2,5;Malta;Middle East & North Africa;High income
2005;2,5;Malta;Middle East & North Africa;High income
2006;2,5;Malta;Middle East & North Africa;High income
2007;2,5;Malta;Middle East & North Africa;High income
2008;2,5;Malta;Middle East & North Africa;High income
2009;2,5;Malta;Middle East & North Africa;High income
2010;2,5;Malta;Middle East & North Africa;High income
2011;2,5;Malta;Middle East & North Africa;High income
2012;2,5;Malta;Middle East & North Africa;High income
2013;2,5;Malta;Middle East & North Africa;High income
2014;2,5;Malta;Middle East & North Africa;High income
2015;2,5;Malta;Middle East & North Africa;High income
2000;11,7;Mauritania;Sub-Saharan Africa;Lower middle income
2001;11,5;Mauritania;Sub-Saharan Africa;Lower middle income
2002;11,5;Mauritania;Sub-Saharan Africa;Lower middle income
2003;11,6;Mauritania;Sub-Saharan Africa;Lower middle income
2004;12,2;Mauritania;Sub-Saharan Africa;Lower middle income
2005;12,2;Mauritania;Sub-Saharan Africa;Lower middle income
2006;11,6;Mauritania;Sub-Saharan Africa;Lower middle income
2007;10,3;Mauritania;Sub-Saharan Africa;Lower middle income
2008;9,4;Mauritania;Sub-Saharan Africa;Lower middle income
2009;8,8;Mauritania;Sub-Saharan Africa;Lower middle income
2010;8,3;Mauritania;Sub-Saharan Africa;Lower middle income
2011;7,8;Mauritania;Sub-Saharan Africa;Lower middle income
2012;7,2;Mauritania;Sub-Saharan Africa;Lower middle income
2013;6,3;Mauritania;Sub-Saharan Africa;Lower middle income
2014;5,7;Mauritania;Sub-Saharan Africa;Lower middle income
2015;5,3;Mauritania;Sub-Saharan Africa;Lower middle income
2000;6,6;Mauritius;Sub-Saharan Africa;Upper middle income
2001;6,3;Mauritius;Sub-Saharan Africa;Upper middle income
2002;6;Mauritius;Sub-Saharan Africa;Upper middle income
2003;5,7;Mauritius;Sub-Saharan Africa;Upper middle income
2004;5,5;Mauritius;Sub-Saharan Africa;Upper middle income
2005;5,2;Mauritius;Sub-Saharan Africa;Upper middle income
2006;5,2;Mauritius;Sub-Saharan Africa;Upper middle income
2007;5;Mauritius;Sub-Saharan Africa;Upper middle income
2008;4,9;Mauritius;Sub-Saharan Africa;Upper middle income
2009;4,7;Mauritius;Sub-Saharan Africa;Upper middle income
2010;4,8;Mauritius;Sub-Saharan Africa;Upper middle income
2011;5,1;Mauritius;Sub-Saharan Africa;Upper middle income
2012;5,4;Mauritius;Sub-Saharan Africa;Upper middle income
2013;5,4;Mauritius;Sub-Saharan Africa;Upper middle income
2014;5,2;Mauritius;Sub-Saharan Africa;Upper middle income
2015;5,2;Mauritius;Sub-Saharan Africa;Upper middle income
2000;4,4;Mexico;Latin America & Caribbean;Upper middle income
2001;4,4;Mexico;Latin America & Caribbean;Upper middle income
2002;4,8;Mexico;Latin America & Caribbean;Upper middle income
2003;5,5;Mexico;Latin America & Caribbean;Upper middle income
2004;5,7;Mexico;Latin America & Caribbean;Upper middle income
2005;5,5;Mexico;Latin America & Caribbean;Upper middle income
2006;5;Mexico;Latin America & Caribbean;Upper middle income
2007;4,7;Mexico;Latin America & Caribbean;Upper middle income
2008;4,6;Mexico;Latin America & Caribbean;Upper middle income
2009;4,6;Mexico;Latin America & Caribbean;Upper middle income
2010;4,6;Mexico;Latin America & Caribbean;Upper middle income
2011;4,6;Mexico;Latin America & Caribbean;Upper middle income
2012;4,5;Mexico;Latin America & Caribbean;Upper middle income
2013;4,5;Mexico;Latin America & Caribbean;Upper middle income
2014;4,4;Mexico;Latin America & Caribbean;Upper middle income
2015;4,2;Mexico;Latin America & Caribbean;Upper middle income
2000;19,6;Moldova;Europe & Central Asia;Lower middle income
2001;19,6;Moldova;Europe & Central Asia;Lower middle income
2002;20;Moldova;Europe & Central Asia;Lower middle income
2003;21,3;Moldova;Europe & Central Asia;Lower middle income
2004;22,7;Moldova;Europe & Central Asia;Lower middle income
2005;24,2;Moldova;Europe & Central Asia;Lower middle income
2006;23,5;Moldova;Europe & Central Asia;Lower middle income
2007;21,4;Moldova;Europe & Central Asia;Lower middle income
2008;18,5;Moldova;Europe & Central Asia;Lower middle income
2009;16,3;Moldova;Europe & Central Asia;Lower middle income
2010;13,9;Moldova;Europe & Central Asia;Lower middle income
2011;11;Moldova;Europe & Central Asia;Lower middle income
2012;8,8;Moldova;Europe & Central Asia;Lower middle income
2013;7,8;Moldova;Europe & Central Asia;Lower middle income
2014;8,1;Moldova;Europe & Central Asia;Lower middle income
2015;8,5;Moldova;Europe & Central Asia;Lower middle income
2000;35,1;Mongolia;East Asia & Pacific;Lower middle income
2001;33,4;Mongolia;East Asia & Pacific;Lower middle income
2002;32,7;Mongolia;East Asia & Pacific;Lower middle income
2003;32,5;Mongolia;East Asia & Pacific;Lower middle income
2004;32,2;Mongolia;East Asia & Pacific;Lower middle income
2005;31;Mongolia;East Asia & Pacific;Lower middle income
2006;29,1;Mongolia;East Asia & Pacific;Lower middle income
2007;26,5;Mongolia;East Asia & Pacific;Lower middle income
2008;24,2;Mongolia;East Asia & Pacific;Lower middle income
2009;22,1;Mongolia;East Asia & Pacific;Lower middle income
2010;20,8;Mongolia;East Asia & Pacific;Lower middle income
2011;19,6;Mongolia;East Asia & Pacific;Lower middle income
2012;18,8;Mongolia;East Asia & Pacific;Lower middle income
2013;18,3;Mongolia;East Asia & Pacific;Lower middle income
2014;18,3;Mongolia;East Asia & Pacific;Lower middle income
2015;19,6;Mongolia;East Asia & Pacific;Lower middle income
2000;6,8;Morocco;Middle East & North Africa;Lower middle income
2001;6,7;Morocco;Middle East & North Africa;Lower middle income
2002;6,4;Morocco;Middle East & North Africa;Lower middle income
2003;6,1;Morocco;Middle East & North Africa;Lower middle income
2004;5,8;Morocco;Middle East & North Africa;Lower middle income
2005;5,8;Morocco;Middle East & North Africa;Lower middle income
2006;5,7;Morocco;Middle East & North Africa;Lower middle income
2007;5,6;Morocco;Middle East & North Africa;Lower middle income
2008;5,5;Morocco;Middle East & North Africa;Lower middle income
2009;5,4;Morocco;Middle East & North Africa;Lower middle income
2010;5,3;Morocco;Middle East & North Africa;Lower middle income
2011;5;Morocco;Middle East & North Africa;Lower middle income
2012;4,6;Morocco;Middle East & North Africa;Lower middle income
2013;4,3;Morocco;Middle East & North Africa;Lower middle income
2014;4,1;Morocco;Middle East & North Africa;Lower middle income
2015;3,5;Morocco;Middle East & North Africa;Lower middle income
2000;40,3;Mozambique;Sub-Saharan Africa;Low income
2001;40,1;Mozambique;Sub-Saharan Africa;Low income
2002;39,2;Mozambique;Sub-Saharan Africa;Low income
2003;38,2;Mozambique;Sub-Saharan Africa;Low income
2004;37,5;Mozambique;Sub-Saharan Africa;Low income
2005;37;Mozambique;Sub-Saharan Africa;Low income
2006;35,9;Mozambique;Sub-Saharan Africa;Low income
2007;35;Mozambique;Sub-Saharan Africa;Low income
2008;33,3;Mozambique;Sub-Saharan Africa;Low income
2009;31,8;Mozambique;Sub-Saharan Africa;Low income
2010;30;Mozambique;Sub-Saharan Africa;Low income
2011;28,8;Mozambique;Sub-Saharan Africa;Low income
2012;27,8;Mozambique;Sub-Saharan Africa;Low income
2013;27,3;Mozambique;Sub-Saharan Africa;Low income
2014;26,8;Mozambique;Sub-Saharan Africa;Low income
2015;26,6;Mozambique;Sub-Saharan Africa;Low income
2000;48,4;Myanmar;East Asia & Pacific;Lower middle income
2001;45;Myanmar;East Asia & Pacific;Lower middle income
2002;41,4;Myanmar;East Asia & Pacific;Lower middle income
2003;38,3;Myanmar;East Asia & Pacific;Lower middle income
2004;35,3;Myanmar;East Asia & Pacific;Lower middle income
2005;32,1;Myanmar;East Asia & Pacific;Lower middle income
2006;28,5;Myanmar;East Asia & Pacific;Lower middle income
2007;25;Myanmar;East Asia & Pacific;Lower middle income
2008;21,7;Myanmar;East Asia & Pacific;Lower middle income
2009;19,1;Myanmar;East Asia & Pacific;Lower middle income
2010;16,9;Myanmar;East Asia & Pacific;Lower middle income
2011;15,5;Myanmar;East Asia & Pacific;Lower middle income
2012;14,7;Myanmar;East Asia & Pacific;Lower middle income
2013;14,4;Myanmar;East Asia & Pacific;Lower middle income
2014;14,4;Myanmar;East Asia & Pacific;Lower middle income
2015;16,9;Myanmar;East Asia & Pacific;Lower middle income
2000;26,3;Namibia;Sub-Saharan Africa;Upper middle income
2001;24,5;Namibia;Sub-Saharan Africa;Upper middle income
2002;24,4;Namibia;Sub-Saharan Africa;Upper middle income
2003;24,4;Namibia;Sub-Saharan Africa;Upper middle income
2004;24,6;Namibia;Sub-Saharan Africa;Upper middle income
2005;25,2;Namibia;Sub-Saharan Africa;Upper middle income
2006;26,8;Namibia;Sub-Saharan Africa;Upper middle income
2007;29,7;Namibia;Sub-Saharan Africa;Upper middle income
2008;33,5;Namibia;Sub-Saharan Africa;Upper middle income
2009;36,5;Namibia;Sub-Saharan Africa;Upper middle income
2010;37,6;Namibia;Sub-Saharan Africa;Upper middle income
2011;36,3;Namibia;Sub-Saharan Africa;Upper middle income
2012;33,9;Namibia;Sub-Saharan Africa;Upper middle income
2013;31,4;Namibia;Sub-Saharan Africa;Upper middle income
2014;29,7;Namibia;Sub-Saharan Africa;Upper middle income
2015;28,8;Namibia;Sub-Saharan Africa;Upper middle income
2000;22;Nepal;South Asia;Low income
2001;21,3;Nepal;South Asia;Low income
2002;20,3;Nepal;South Asia;Low income
2003;18,6;Nepal;South Asia;Low income
2004;17,1;Nepal;South Asia;Low income
2005;15,9;Nepal;South Asia;Low income
2006;15,1;Nepal;South Asia;Low income
2007;13,9;Nepal;South Asia;Low income
2008;12,6;Nepal;South Asia;Low income
2009;11,1;Nepal;South Asia;Low income
2010;10,1;Nepal;South Asia;Low income
2011;9,3;Nepal;South Asia;Low income
2012;8,8;Nepal;South Asia;Low income
2013;8,5;Nepal;South Asia;Low income
2014;8,2;Nepal;South Asia;Low income
2015;8,1;Nepal;South Asia;Low income
2000;2,5;Netherlands;Europe & Central Asia;High income
2001;2,5;Netherlands;Europe & Central Asia;High income
2002;2,5;Netherlands;Europe & Central Asia;High income
2003;2,5;Netherlands;Europe & Central Asia;High income
2004;2,5;Netherlands;Europe & Central Asia;High income
2005;2,5;Netherlands;Europe & Central Asia;High income
2006;2,5;Netherlands;Europe & Central Asia;High income
2007;2,5;Netherlands;Europe & Central Asia;High income
2008;2,5;Netherlands;Europe & Central Asia;High income
2009;2,5;Netherlands;Europe & Central Asia;High income
2010;2,5;Netherlands;Europe & Central Asia;High income
2011;2,5;Netherlands;Europe & Central Asia;High income
2012;2,5;Netherlands;Europe & Central Asia;High income
2013;2,5;Netherlands;Europe & Central Asia;High income
2014;2,5;Netherlands;Europe & Central Asia;High income
2015;2,5;Netherlands;Europe & Central Asia;High income
2000;7,7;New Caledonia;East Asia & Pacific;High income
2001;7,6;New Caledonia;East Asia & Pacific;High income
2002;7,7;New Caledonia;East Asia & Pacific;High income
2003;7,9;New Caledonia;East Asia & Pacific;High income
2004;8,2;New Caledonia;East Asia & Pacific;High income
2005;8,3;New Caledonia;East Asia & Pacific;High income
2006;8,3;New Caledonia;East Asia & Pacific;High income
2007;8,3;New Caledonia;East Asia & Pacific;High income
2008;8,2;New Caledonia;East Asia & Pacific;High income
2009;8;New Caledonia;East Asia & Pacific;High income
2010;7,7;New Caledonia;East Asia & Pacific;High income
2011;7,5;New Caledonia;East Asia & Pacific;High income
2012;7,4;New Caledonia;East Asia & Pacific;High income
2013;7,8;New Caledonia;East Asia & Pacific;High income
2014;8,4;New Caledonia;East Asia & Pacific;High income
2015;9,1;New Caledonia;East Asia & Pacific;High income
2000;2,5;New Zealand;East Asia & Pacific;High income
2001;2,5;New Zealand;East Asia & Pacific;High income
2002;2,5;New Zealand;East Asia & Pacific;High income
2003;2,5;New Zealand;East Asia & Pacific;High income
2004;2,5;New Zealand;East Asia & Pacific;High income
2005;2,5;New Zealand;East Asia & Pacific;High income
2006;2,5;New Zealand;East Asia & Pacific;High income
2007;2,5;New Zealand;East Asia & Pacific;High income
2008;2,5;New Zealand;East Asia & Pacific;High income
2009;2,5;New Zealand;East Asia & Pacific;High income
2010;2,5;New Zealand;East Asia & Pacific;High income
2011;2,5;New Zealand;East Asia & Pacific;High income
2012;2,5;New Zealand;East Asia & Pacific;High income
2013;2,5;New Zealand;East Asia & Pacific;High income
2014;2,5;New Zealand;East Asia & Pacific;High income
2015;2,5;New Zealand;East Asia & Pacific;High income
2000;32,6;Nicaragua;Latin America & Caribbean;Lower middle income
2001;29,3;Nicaragua;Latin America & Caribbean;Lower middle income
2002;27,4;Nicaragua;Latin America & Caribbean;Lower middle income
2003;26,2;Nicaragua;Latin America & Caribbean;Lower middle income
2004;25,4;Nicaragua;Latin America & Caribbean;Lower middle income
2005;24,4;Nicaragua;Latin America & Caribbean;Lower middle income
2006;23,4;Nicaragua;Latin America & Caribbean;Lower middle income
2007;22,6;Nicaragua;Latin America & Caribbean;Lower middle income
2008;22,1;Nicaragua;Latin America & Caribbean;Lower middle income
2009;21,6;Nicaragua;Latin America & Caribbean;Lower middle income
2010;20,9;Nicaragua;Latin America & Caribbean;Lower middle income
2011;20;Nicaragua;Latin America & Caribbean;Lower middle income
2012;19;Nicaragua;Latin America & Caribbean;Lower middle income
2013;17,9;Nicaragua;Latin America & Caribbean;Lower middle income
2014;17,1;Nicaragua;Latin America & Caribbean;Lower middle income
2015;17;Nicaragua;Latin America & Caribbean;Lower middle income
2000;21,8;Niger;Sub-Saharan Africa;Low income
2001;19,9;Niger;Sub-Saharan Africa;Low income
2002;18,6;Niger;Sub-Saharan Africa;Low income
2003;17,2;Niger;Sub-Saharan Africa;Low income
2004;16;Niger;Sub-Saharan Africa;Low income
2005;15,2;Niger;Sub-Saharan Africa;Low income
2006;14,5;Niger;Sub-Saharan Africa;Low income
2007;13,6;Niger;Sub-Saharan Africa;Low income
2008;12,5;Niger;Sub-Saharan Africa;Low income
2009;11,8;Niger;Sub-Saharan Africa;Low income
2010;11,3;Niger;Sub-Saharan Africa;Low income
2011;10,9;Niger;Sub-Saharan Africa;Low income
2012;10,6;Niger;Sub-Saharan Africa;Low income
2013;10,3;Niger;Sub-Saharan Africa;Low income
2014;10;Niger;Sub-Saharan Africa;Low income
2015;11,3;Niger;Sub-Saharan Africa;Low income
2000;9,4;Nigeria;Sub-Saharan Africa;Lower middle income
2001;9,1;Nigeria;Sub-Saharan Africa;Lower middle income
2002;9;Nigeria;Sub-Saharan Africa;Lower middle income
2003;8,4;Nigeria;Sub-Saharan Africa;Lower middle income
2004;7,5;Nigeria;Sub-Saharan Africa;Lower middle income
2005;6,6;Nigeria;Sub-Saharan Africa;Lower middle income
2006;6,1;Nigeria;Sub-Saharan Africa;Lower middle income
2007;6;Nigeria;Sub-Saharan Africa;Lower middle income
2008;6,1;Nigeria;Sub-Saharan Africa;Lower middle income
2009;6,2;Nigeria;Sub-Saharan Africa;Lower middle income
2010;6,3;Nigeria;Sub-Saharan Africa;Lower middle income
2011;6,4;Nigeria;Sub-Saharan Africa;Lower middle income
2012;6,5;Nigeria;Sub-Saharan Africa;Lower middle income
2013;6,7;Nigeria;Sub-Saharan Africa;Lower middle income
2014;7,3;Nigeria;Sub-Saharan Africa;Lower middle income
2015;7,9;Nigeria;Sub-Saharan Africa;Lower middle income
2000;2,5;Norway;Europe & Central Asia;High income
2001;2,5;Norway;Europe & Central Asia;High income
2002;2,5;Norway;Europe & Central Asia;High income
2003;2,5;Norway;Europe & Central Asia;High income
2004;2,5;Norway;Europe & Central Asia;High income
2005;2,5;Norway;Europe & Central Asia;High income
2006;2,5;Norway;Europe & Central Asia;High income
2007;2,5;Norway;Europe & Central Asia;High income
2008;2,5;Norway;Europe & Central Asia;High income
2009;2,5;Norway;Europe & Central Asia;High income
2010;2,5;Norway;Europe & Central Asia;High income
2011;2,5;Norway;Europe & Central Asia;High income
2012;2,5;Norway;Europe & Central Asia;High income
2013;2,5;Norway;Europe & Central Asia;High income
2014;2,5;Norway;Europe & Central Asia;High income
2015;2,5;Norway;Europe & Central Asia;High income
2000;11,8;Oman;Middle East & North Africa;High income
2001;11,4;Oman;Middle East & North Africa;High income
2002;11,5;Oman;Middle East & North Africa;High income
2003;11,3;Oman;Middle East & North Africa;High income
2004;10,9;Oman;Middle East & North Africa;High income
2005;10;Oman;Middle East & North Africa;High income
2006;9;Oman;Middle East & North Africa;High income
2007;7,9;Oman;Middle East & North Africa;High income
2008;6,7;Oman;Middle East & North Africa;High income
2009;5,8;Oman;Middle East & North Africa;High income
2010;5,4;Oman;Middle East & North Africa;High income
2011;5,2;Oman;Middle East & North Africa;High income
2012;5,2;Oman;Middle East & North Africa;High income
2013;5,3;Oman;Middle East & North Africa;High income
2014;5,7;Oman;Middle East & North Africa;High income
2015;6,2;Oman;Middle East & North Africa;High income
2000;23,4;Pakistan;South Asia;Lower middle income
2001;24,8;Pakistan;South Asia;Lower middle income
2002;25,7;Pakistan;South Asia;Lower middle income
2003;25,5;Pakistan;South Asia;Lower middle income
2004;24,5;Pakistan;South Asia;Lower middle income
2005;23,3;Pakistan;South Asia;Lower middle income
2006;22,4;Pakistan;South Asia;Lower middle income
2007;21,7;Pakistan;South Asia;Lower middle income
2008;21,3;Pakistan;South Asia;Lower middle income
2009;21,1;Pakistan;South Asia;Lower middle income
2010;21,1;Pakistan;South Asia;Lower middle income
2011;21;Pakistan;South Asia;Lower middle income
2012;21;Pakistan;South Asia;Lower middle income
2013;20,8;Pakistan;South Asia;Lower middle income
2014;20,7;Pakistan;South Asia;Lower middle income
2015;19,9;Pakistan;South Asia;Lower middle income
2000;27,7;Panama;Latin America & Caribbean;High income
2001;26,2;Panama;Latin America & Caribbean;High income
2002;24,3;Panama;Latin America & Caribbean;High income
2003;23,4;Panama;Latin America & Caribbean;High income
2004;23,9;Panama;Latin America & Caribbean;High income
2005;23,1;Panama;Latin America & Caribbean;High income
2006;21,2;Panama;Latin America & Caribbean;High income
2007;18,5;Panama;Latin America & Caribbean;High income
2008;16,5;Panama;Latin America & Caribbean;High income
2009;14,9;Panama;Latin America & Caribbean;High income
2010;13,4;Panama;Latin America & Caribbean;High income
2011;11,9;Panama;Latin America & Caribbean;High income
2012;10,7;Panama;Latin America & Caribbean;High income
2013;9,9;Panama;Latin America & Caribbean;High income
2014;9,5;Panama;Latin America & Caribbean;High income
2015;9,3;Panama;Latin America & Caribbean;High income
2000;12,9;Paraguay;Latin America & Caribbean;Upper middle income
2001;12,2;Paraguay;Latin America & Caribbean;Upper middle income
2002;11,5;Paraguay;Latin America & Caribbean;Upper middle income
2003;11;Paraguay;Latin America & Caribbean;Upper middle income
2004;11,2;Paraguay;Latin America & Caribbean;Upper middle income
2005;11,9;Paraguay;Latin America & Caribbean;Upper middle income
2006;12,4;Paraguay;Latin America & Caribbean;Upper middle income
2007;12,6;Paraguay;Latin America & Caribbean;Upper middle income
2008;12,8;Paraguay;Latin America & Caribbean;Upper middle income
2009;12,7;Paraguay;Latin America & Caribbean;Upper middle income
2010;12,2;Paraguay;Latin America & Caribbean;Upper middle income
2011;11,9;Paraguay;Latin America & Caribbean;Upper middle income
2012;12;Paraguay;Latin America & Caribbean;Upper middle income
