Year;Value;Country;Region;Income group
1993;;Turkmenistan;Europe & Central Asia;Upper middle income
1994;;Turkmenistan;Europe & Central Asia;Upper middle income
1995;;Turkmenistan;Europe & Central Asia;Upper middle income
1996;;Turkmenistan;Europe & Central Asia;Upper middle income
1997;;Turkmenistan;Europe & Central Asia;Upper middle income
1998;51,4;Turkmenistan;Europe & Central Asia;Upper middle income
1999;;Turkmenistan;Europe & Central Asia;Upper middle income
2000;;Turkmenistan;Europe & Central Asia;Upper middle income
2001;;Turkmenistan;Europe & Central Asia;Upper middle income
2002;;Turkmenistan;Europe & Central Asia;Upper middle income
2003;;Turkmenistan;Europe & Central Asia;Upper middle income
2004;;Turkmenistan;Europe & Central Asia;Upper middle income
2005;;Turkmenistan;Europe & Central Asia;Upper middle income
2006;;Turkmenistan;Europe & Central Asia;Upper middle income
2007;;Turkmenistan;Europe & Central Asia;Upper middle income
2008;;Turkmenistan;Europe & Central Asia;Upper middle income
2009;;Turkmenistan;Europe & Central Asia;Upper middle income
2010;;Turkmenistan;Europe & Central Asia;Upper middle income
2011;;Turkmenistan;Europe & Central Asia;Upper middle income
2012;;Turkmenistan;Europe & Central Asia;Upper middle income
2013;;Turkmenistan;Europe & Central Asia;Upper middle income
2014;;Turkmenistan;Europe & Central Asia;Upper middle income
2015;;Turkmenistan;Europe & Central Asia;Upper middle income
2016;;Turkmenistan;Europe & Central Asia;Upper middle income
1980;;Timor-Leste;East Asia & Pacific;Lower middle income
1981;;Timor-Leste;East Asia & Pacific;Lower middle income
1982;;Timor-Leste;East Asia & Pacific;Lower middle income
1983;;Timor-Leste;East Asia & Pacific;Lower middle income
1984;;Timor-Leste;East Asia & Pacific;Lower middle income
1985;;Timor-Leste;East Asia & Pacific;Lower middle income
1986;;Timor-Leste;East Asia & Pacific;Lower middle income
1987;;Timor-Leste;East Asia & Pacific;Lower middle income
1988;;Timor-Leste;East Asia & Pacific;Lower middle income
1989;;Timor-Leste;East Asia & Pacific;Lower middle income
1990;;Timor-Leste;East Asia & Pacific;Lower middle income
1991;;Timor-Leste;East Asia & Pacific;Lower middle income
1992;;Timor-Leste;East Asia & Pacific;Lower middle income
1993;;Timor-Leste;East Asia & Pacific;Lower middle income
1994;;Timor-Leste;East Asia & Pacific;Lower middle income
1995;;Timor-Leste;East Asia & Pacific;Lower middle income
1996;;Timor-Leste;East Asia & Pacific;Lower middle income
1997;;Timor-Leste;East Asia & Pacific;Lower middle income
1998;;Timor-Leste;East Asia & Pacific;Lower middle income
1999;;Timor-Leste;East Asia & Pacific;Lower middle income
2000;;Timor-Leste;East Asia & Pacific;Lower middle income
2001;42,5;Timor-Leste;East Asia & Pacific;Lower middle income
2002;;Timor-Leste;East Asia & Pacific;Lower middle income
2003;;Timor-Leste;East Asia & Pacific;Lower middle income
2004;;Timor-Leste;East Asia & Pacific;Lower middle income
2005;;Timor-Leste;East Asia & Pacific;Lower middle income
2006;;Timor-Leste;East Asia & Pacific;Lower middle income
2007;47;Timor-Leste;East Asia & Pacific;Lower middle income
2008;;Timor-Leste;East Asia & Pacific;Lower middle income
2009;;Timor-Leste;East Asia & Pacific;Lower middle income
2010;;Timor-Leste;East Asia & Pacific;Lower middle income
2011;;Timor-Leste;East Asia & Pacific;Lower middle income
2012;;Timor-Leste;East Asia & Pacific;Lower middle income
2013;;Timor-Leste;East Asia & Pacific;Lower middle income
2014;30,3;Timor-Leste;East Asia & Pacific;Lower middle income
2015;;Timor-Leste;East Asia & Pacific;Lower middle income
2016;;Timor-Leste;East Asia & Pacific;Lower middle income
1980;;Tonga;East Asia & Pacific;Upper middle income
1981;;Tonga;East Asia & Pacific;Upper middle income
1982;;Tonga;East Asia & Pacific;Upper middle income
1983;;Tonga;East Asia & Pacific;Upper middle income
1984;;Tonga;East Asia & Pacific;Upper middle income
1985;;Tonga;East Asia & Pacific;Upper middle income
1986;;Tonga;East Asia & Pacific;Upper middle income
1987;;Tonga;East Asia & Pacific;Upper middle income
1988;;Tonga;East Asia & Pacific;Upper middle income
1989;;Tonga;East Asia & Pacific;Upper middle income
1990;;Tonga;East Asia & Pacific;Upper middle income
1991;;Tonga;East Asia & Pacific;Upper middle income
1992;;Tonga;East Asia & Pacific;Upper middle income
1993;;Tonga;East Asia & Pacific;Upper middle income
1994;;Tonga;East Asia & Pacific;Upper middle income
1995;;Tonga;East Asia & Pacific;Upper middle income
1996;;Tonga;East Asia & Pacific;Upper middle income
1997;;Tonga;East Asia & Pacific;Upper middle income
1998;;Tonga;East Asia & Pacific;Upper middle income
1999;;Tonga;East Asia & Pacific;Upper middle income
2000;;Tonga;East Asia & Pacific;Upper middle income
2001;2,8;Tonga;East Asia & Pacific;Upper middle income
2002;;Tonga;East Asia & Pacific;Upper middle income
2003;;Tonga;East Asia & Pacific;Upper middle income
2004;;Tonga;East Asia & Pacific;Upper middle income
2005;;Tonga;East Asia & Pacific;Upper middle income
2006;;Tonga;East Asia & Pacific;Upper middle income
2007;;Tonga;East Asia & Pacific;Upper middle income
2008;;Tonga;East Asia & Pacific;Upper middle income
2009;1,1;Tonga;East Asia & Pacific;Upper middle income
2010;;Tonga;East Asia & Pacific;Upper middle income
2011;;Tonga;East Asia & Pacific;Upper middle income
2012;;Tonga;East Asia & Pacific;Upper middle income
2013;;Tonga;East Asia & Pacific;Upper middle income
2014;;Tonga;East Asia & Pacific;Upper middle income
2015;;Tonga;East Asia & Pacific;Upper middle income
2016;;Tonga;East Asia & Pacific;Upper middle income
1980;;Trinidad and Tobago;Latin America & Caribbean;High income
1981;;Trinidad and Tobago;Latin America & Caribbean;High income
1982;;Trinidad and Tobago;Latin America & Caribbean;High income
1983;;Trinidad and Tobago;Latin America & Caribbean;High income
1984;;Trinidad and Tobago;Latin America & Caribbean;High income
1985;;Trinidad and Tobago;Latin America & Caribbean;High income
1986;;Trinidad and Tobago;Latin America & Caribbean;High income
1987;;Trinidad and Tobago;Latin America & Caribbean;High income
1988;0,7;Trinidad and Tobago;Latin America & Caribbean;High income
1989;;Trinidad and Tobago;Latin America & Caribbean;High income
1990;;Trinidad and Tobago;Latin America & Caribbean;High income
1991;;Trinidad and Tobago;Latin America & Caribbean;High income
1992;3,4;Trinidad and Tobago;Latin America & Caribbean;High income
1993;;Trinidad and Tobago;Latin America & Caribbean;High income
1994;;Trinidad and Tobago;Latin America & Caribbean;High income
1995;;Trinidad and Tobago;Latin America & Caribbean;High income
1996;;Trinidad and Tobago;Latin America & Caribbean;High income
1997;;Trinidad and Tobago;Latin America & Caribbean;High income
1998;;Trinidad and Tobago;Latin America & Caribbean;High income
1999;;Trinidad and Tobago;Latin America & Caribbean;High income
2000;;Trinidad and Tobago;Latin America & Caribbean;High income
2001;;Trinidad and Tobago;Latin America & Caribbean;High income
2002;;Trinidad and Tobago;Latin America & Caribbean;High income
2003;;Trinidad and Tobago;Latin America & Caribbean;High income
2004;;Trinidad and Tobago;Latin America & Caribbean;High income
2005;;Trinidad and Tobago;Latin America & Caribbean;High income
2006;;Trinidad and Tobago;Latin America & Caribbean;High income
2007;;Trinidad and Tobago;Latin America & Caribbean;High income
2008;;Trinidad and Tobago;Latin America & Caribbean;High income
2009;;Trinidad and Tobago;Latin America & Caribbean;High income
2010;;Trinidad and Tobago;Latin America & Caribbean;High income
2011;;Trinidad and Tobago;Latin America & Caribbean;High income
2012;;Trinidad and Tobago;Latin America & Caribbean;High income
2013;;Trinidad and Tobago;Latin America & Caribbean;High income
2014;;Trinidad and Tobago;Latin America & Caribbean;High income
2015;;Trinidad and Tobago;Latin America & Caribbean;High income
2016;;Trinidad and Tobago;Latin America & Caribbean;High income
1980;;Tunisia;Middle East & North Africa;Lower middle income
1981;;Tunisia;Middle East & North Africa;Lower middle income
1982;;Tunisia;Middle East & North Africa;Lower middle income
1983;;Tunisia;Middle East & North Africa;Lower middle income
1984;;Tunisia;Middle East & North Africa;Lower middle income
1985;13,9;Tunisia;Middle East & North Africa;Lower middle income
1986;;Tunisia;Middle East & North Africa;Lower middle income
1987;;Tunisia;Middle East & North Africa;Lower middle income
1988;;Tunisia;Middle East & North Africa;Lower middle income
1989;;Tunisia;Middle East & North Africa;Lower middle income
1990;9,8;Tunisia;Middle East & North Africa;Lower middle income
1991;;Tunisia;Middle East & North Africa;Lower middle income
1992;;Tunisia;Middle East & North Africa;Lower middle income
1993;;Tunisia;Middle East & North Africa;Lower middle income
1994;;Tunisia;Middle East & North Africa;Lower middle income
1995;10,9;Tunisia;Middle East & North Africa;Lower middle income
1996;;Tunisia;Middle East & North Africa;Lower middle income
1997;;Tunisia;Middle East & North Africa;Lower middle income
1998;;Tunisia;Middle East & North Africa;Lower middle income
1999;;Tunisia;Middle East & North Africa;Lower middle income
2000;5,3;Tunisia;Middle East & North Africa;Lower middle income
2001;;Tunisia;Middle East & North Africa;Lower middle income
2002;;Tunisia;Middle East & North Africa;Lower middle income
2003;;Tunisia;Middle East & North Africa;Lower middle income
2004;;Tunisia;Middle East & North Africa;Lower middle income
2005;3,1;Tunisia;Middle East & North Africa;Lower middle income
2006;;Tunisia;Middle East & North Africa;Lower middle income
2007;;Tunisia;Middle East & North Africa;Lower middle income
2008;;Tunisia;Middle East & North Africa;Lower middle income
2009;;Tunisia;Middle East & North Africa;Lower middle income
2010;2;Tunisia;Middle East & North Africa;Lower middle income
2011;;Tunisia;Middle East & North Africa;Lower middle income
2012;;Tunisia;Middle East & North Africa;Lower middle income
2013;;Tunisia;Middle East & North Africa;Lower middle income
2014;;Tunisia;Middle East & North Africa;Lower middle income
2015;;Tunisia;Middle East & North Africa;Lower middle income
2016;;Tunisia;Middle East & North Africa;Lower middle income
1980;;Turkey;Europe & Central Asia;Upper middle income
1981;;Turkey;Europe & Central Asia;Upper middle income
1982;;Turkey;Europe & Central Asia;Upper middle income
1983;;Turkey;Europe & Central Asia;Upper middle income
1984;;Turkey;Europe & Central Asia;Upper middle income
1985;;Turkey;Europe & Central Asia;Upper middle income
1986;;Turkey;Europe & Central Asia;Upper middle income
1987;1,7;Turkey;Europe & Central Asia;Upper middle income
1988;;Turkey;Europe & Central Asia;Upper middle income
1989;;Turkey;Europe & Central Asia;Upper middle income
1990;;Turkey;Europe & Central Asia;Upper middle income
1991;;Turkey;Europe & Central Asia;Upper middle income
1992;;Turkey;Europe & Central Asia;Upper middle income
1993;;Turkey;Europe & Central Asia;Upper middle income
1994;2,6;Turkey;Europe & Central Asia;Upper middle income
1995;;Turkey;Europe & Central Asia;Upper middle income
1996;;Turkey;Europe & Central Asia;Upper middle income
1997;;Turkey;Europe & Central Asia;Upper middle income
1998;;Turkey;Europe & Central Asia;Upper middle income
1999;;Turkey;Europe & Central Asia;Upper middle income
2000;;Turkey;Europe & Central Asia;Upper middle income
2001;;Turkey;Europe & Central Asia;Upper middle income
2002;1,7;Turkey;Europe & Central Asia;Upper middle income
2003;3,7;Turkey;Europe & Central Asia;Upper middle income
2004;2,1;Turkey;Europe & Central Asia;Upper middle income
2005;2,6;Turkey;Europe & Central Asia;Upper middle income
2006;1,9;Turkey;Europe & Central Asia;Upper middle income
2007;1,4;Turkey;Europe & Central Asia;Upper middle income
2008;0,6;Turkey;Europe & Central Asia;Upper middle income
2009;0,9;Turkey;Europe & Central Asia;Upper middle income
2010;0,8;Turkey;Europe & Central Asia;Upper middle income
2011;0,3;Turkey;Europe & Central Asia;Upper middle income
2012;0,3;Turkey;Europe & Central Asia;Upper middle income
2013;0,3;Turkey;Europe & Central Asia;Upper middle income
2014;0,3;Turkey;Europe & Central Asia;Upper middle income
2015;0,3;Turkey;Europe & Central Asia;Upper middle income
2016;0,2;Turkey;Europe & Central Asia;Upper middle income
1980;;Tuvalu;East Asia & Pacific;Upper middle income
1981;;Tuvalu;East Asia & Pacific;Upper middle income
1982;;Tuvalu;East Asia & Pacific;Upper middle income
1983;;Tuvalu;East Asia & Pacific;Upper middle income
1984;;Tuvalu;East Asia & Pacific;Upper middle income
1985;;Tuvalu;East Asia & Pacific;Upper middle income
1986;;Tuvalu;East Asia & Pacific;Upper middle income
1987;;Tuvalu;East Asia & Pacific;Upper middle income
1988;;Tuvalu;East Asia & Pacific;Upper middle income
1989;;Tuvalu;East Asia & Pacific;Upper middle income
1990;;Tuvalu;East Asia & Pacific;Upper middle income
1991;;Tuvalu;East Asia & Pacific;Upper middle income
1992;;Tuvalu;East Asia & Pacific;Upper middle income
1993;;Tuvalu;East Asia & Pacific;Upper middle income
1994;;Tuvalu;East Asia & Pacific;Upper middle income
1995;;Tuvalu;East Asia & Pacific;Upper middle income
1996;;Tuvalu;East Asia & Pacific;Upper middle income
1997;;Tuvalu;East Asia & Pacific;Upper middle income
1998;;Tuvalu;East Asia & Pacific;Upper middle income
1999;;Tuvalu;East Asia & Pacific;Upper middle income
2000;;Tuvalu;East Asia & Pacific;Upper middle income
2001;;Tuvalu;East Asia & Pacific;Upper middle income
2002;;Tuvalu;East Asia & Pacific;Upper middle income
2003;;Tuvalu;East Asia & Pacific;Upper middle income
2004;;Tuvalu;East Asia & Pacific;Upper middle income
2005;;Tuvalu;East Asia & Pacific;Upper middle income
2006;;Tuvalu;East Asia & Pacific;Upper middle income
2007;;Tuvalu;East Asia & Pacific;Upper middle income
2008;;Tuvalu;East Asia & Pacific;Upper middle income
2009;;Tuvalu;East Asia & Pacific;Upper middle income
2010;3,3;Tuvalu;East Asia & Pacific;Upper middle income
2011;;Tuvalu;East Asia & Pacific;Upper middle income
2012;;Tuvalu;East Asia & Pacific;Upper middle income
2013;;Tuvalu;East Asia & Pacific;Upper middle income
2014;;Tuvalu;East Asia & Pacific;Upper middle income
2015;;Tuvalu;East Asia & Pacific;Upper middle income
2016;;Tuvalu;East Asia & Pacific;Upper middle income
1980;;Tanzania;Sub-Saharan Africa;Low income
1981;;Tanzania;Sub-Saharan Africa;Low income
1982;;Tanzania;Sub-Saharan Africa;Low income
1983;;Tanzania;Sub-Saharan Africa;Low income
1984;;Tanzania;Sub-Saharan Africa;Low income
1985;;Tanzania;Sub-Saharan Africa;Low income
1986;;Tanzania;Sub-Saharan Africa;Low income
1987;;Tanzania;Sub-Saharan Africa;Low income
1988;;Tanzania;Sub-Saharan Africa;Low income
1989;;Tanzania;Sub-Saharan Africa;Low income
1990;;Tanzania;Sub-Saharan Africa;Low income
1991;72,1;Tanzania;Sub-Saharan Africa;Low income
1992;;Tanzania;Sub-Saharan Africa;Low income
1993;;Tanzania;Sub-Saharan Africa;Low income
1994;;Tanzania;Sub-Saharan Africa;Low income
1995;;Tanzania;Sub-Saharan Africa;Low income
1996;;Tanzania;Sub-Saharan Africa;Low income
1997;;Tanzania;Sub-Saharan Africa;Low income
1998;;Tanzania;Sub-Saharan Africa;Low income
1999;;Tanzania;Sub-Saharan Africa;Low income
2000;86;Tanzania;Sub-Saharan Africa;Low income
2001;;Tanzania;Sub-Saharan Africa;Low income
2002;;Tanzania;Sub-Saharan Africa;Low income
2003;;Tanzania;Sub-Saharan Africa;Low income
2004;;Tanzania;Sub-Saharan Africa;Low income
2005;;Tanzania;Sub-Saharan Africa;Low income
2006;;Tanzania;Sub-Saharan Africa;Low income
2007;59,9;Tanzania;Sub-Saharan Africa;Low income
2008;;Tanzania;Sub-Saharan Africa;Low income
2009;;Tanzania;Sub-Saharan Africa;Low income
2010;;Tanzania;Sub-Saharan Africa;Low income
2011;49,1;Tanzania;Sub-Saharan Africa;Low income
2012;;Tanzania;Sub-Saharan Africa;Low income
2013;;Tanzania;Sub-Saharan Africa;Low income
2014;;Tanzania;Sub-Saharan Africa;Low income
2015;;Tanzania;Sub-Saharan Africa;Low income
2016;;Tanzania;Sub-Saharan Africa;Low income
1980;;Uganda;Sub-Saharan Africa;Low income
1981;;Uganda;Sub-Saharan Africa;Low income
1982;;Uganda;Sub-Saharan Africa;Low income
1983;;Uganda;Sub-Saharan Africa;Low income
1984;;Uganda;Sub-Saharan Africa;Low income
1985;;Uganda;Sub-Saharan Africa;Low income
1986;;Uganda;Sub-Saharan Africa;Low income
1987;;Uganda;Sub-Saharan Africa;Low income
1988;;Uganda;Sub-Saharan Africa;Low income
1989;64,9;Uganda;Sub-Saharan Africa;Low income
1990;;Uganda;Sub-Saharan Africa;Low income
1991;;Uganda;Sub-Saharan Africa;Low income
1992;71,3;Uganda;Sub-Saharan Africa;Low income
1993;;Uganda;Sub-Saharan Africa;Low income
1994;;Uganda;Sub-Saharan Africa;Low income
1995;;Uganda;Sub-Saharan Africa;Low income
1996;61,3;Uganda;Sub-Saharan Africa;Low income
1997;;Uganda;Sub-Saharan Africa;Low income
1998;;Uganda;Sub-Saharan Africa;Low income
1999;66;Uganda;Sub-Saharan Africa;Low income
2000;;Uganda;Sub-Saharan Africa;Low income
2001;;Uganda;Sub-Saharan Africa;Low income
2002;64,1;Uganda;Sub-Saharan Africa;Low income
2003;;Uganda;Sub-Saharan Africa;Low income
2004;;Uganda;Sub-Saharan Africa;Low income
2005;55,4;Uganda;Sub-Saharan Africa;Low income
2006;;Uganda;Sub-Saharan Africa;Low income
2007;;Uganda;Sub-Saharan Africa;Low income
2008;;Uganda;Sub-Saharan Africa;Low income
2009;43,5;Uganda;Sub-Saharan Africa;Low income
2010;;Uganda;Sub-Saharan Africa;Low income
2011;;Uganda;Sub-Saharan Africa;Low income
2012;35,9;Uganda;Sub-Saharan Africa;Low income
2013;;Uganda;Sub-Saharan Africa;Low income
2014;;Uganda;Sub-Saharan Africa;Low income
2015;;Uganda;Sub-Saharan Africa;Low income
2016;;Uganda;Sub-Saharan Africa;Low income
1980;;Ukraine;Europe & Central Asia;Lower middle income
1981;;Ukraine;Europe & Central Asia;Lower middle income
1982;;Ukraine;Europe & Central Asia;Lower middle income
1983;;Ukraine;Europe & Central Asia;Lower middle income
1984;;Ukraine;Europe & Central Asia;Lower middle income
1985;;Ukraine;Europe & Central Asia;Lower middle income
1986;;Ukraine;Europe & Central Asia;Lower middle income
1987;;Ukraine;Europe & Central Asia;Lower middle income
1988;;Ukraine;Europe & Central Asia;Lower middle income
1989;;Ukraine;Europe & Central Asia;Lower middle income
1990;;Ukraine;Europe & Central Asia;Lower middle income
1991;;Ukraine;Europe & Central Asia;Lower middle income
1992;;Ukraine;Europe & Central Asia;Lower middle income
1993;;Ukraine;Europe & Central Asia;Lower middle income
1994;;Ukraine;Europe & Central Asia;Lower middle income
1995;5,4;Ukraine;Europe & Central Asia;Lower middle income
1996;5,4;Ukraine;Europe & Central Asia;Lower middle income
1997;;Ukraine;Europe & Central Asia;Lower middle income
1998;;Ukraine;Europe & Central Asia;Lower middle income
1999;;Ukraine;Europe & Central Asia;Lower middle income
2000;;Ukraine;Europe & Central Asia;Lower middle income
2001;;Ukraine;Europe & Central Asia;Lower middle income
2002;1,7;Ukraine;Europe & Central Asia;Lower middle income
2003;0,6;Ukraine;Europe & Central Asia;Lower middle income
2004;0,6;Ukraine;Europe & Central Asia;Lower middle income
2005;0,3;Ukraine;Europe & Central Asia;Lower middle income
2006;0,1;Ukraine;Europe & Central Asia;Lower middle income
2007;0,1;Ukraine;Europe & Central Asia;Lower middle income
2008;0;Ukraine;Europe & Central Asia;Lower middle income
2009;0,1;Ukraine;Europe & Central Asia;Lower middle income
2010;0;Ukraine;Europe & Central Asia;Lower middle income
2011;0;Ukraine;Europe & Central Asia;Lower middle income
2012;0;Ukraine;Europe & Central Asia;Lower middle income
2013;0;Ukraine;Europe & Central Asia;Lower middle income
2014;0;Ukraine;Europe & Central Asia;Lower middle income
2015;0,1;Ukraine;Europe & Central Asia;Lower middle income
2016;0,1;Ukraine;Europe & Central Asia;Lower middle income
1980;;Uruguay;Latin America & Caribbean;High income
1981;0;Uruguay;Latin America & Caribbean;High income
1982;;Uruguay;Latin America & Caribbean;High income
1983;;Uruguay;Latin America & Caribbean;High income
1984;;Uruguay;Latin America & Caribbean;High income
1985;;Uruguay;Latin America & Caribbean;High income
1986;;Uruguay;Latin America & Caribbean;High income
1987;;Uruguay;Latin America & Caribbean;High income
1988;;Uruguay;Latin America & Caribbean;High income
1989;0,6;Uruguay;Latin America & Caribbean;High income
1990;;Uruguay;Latin America & Caribbean;High income
1991;;Uruguay;Latin America & Caribbean;High income
1992;;Uruguay;Latin America & Caribbean;High income
1993;;Uruguay;Latin America & Caribbean;High income
1994;;Uruguay;Latin America & Caribbean;High income
1995;;Uruguay;Latin America & Caribbean;High income
1996;;Uruguay;Latin America & Caribbean;High income
1997;;Uruguay;Latin America & Caribbean;High income
1998;;Uruguay;Latin America & Caribbean;High income
1999;;Uruguay;Latin America & Caribbean;High income
2000;;Uruguay;Latin America & Caribbean;High income
2001;;Uruguay;Latin America & Caribbean;High income
2002;;Uruguay;Latin America & Caribbean;High income
2003;;Uruguay;Latin America & Caribbean;High income
2004;;Uruguay;Latin America & Caribbean;High income
2005;;Uruguay;Latin America & Caribbean;High income
2006;0,5;Uruguay;Latin America & Caribbean;High income
2007;0,3;Uruguay;Latin America & Caribbean;High income
2008;0,2;Uruguay;Latin America & Caribbean;High income
2009;0,2;Uruguay;Latin America & Caribbean;High income
2010;0,1;Uruguay;Latin America & Caribbean;High income
2011;0,1;Uruguay;Latin America & Caribbean;High income
2012;0,1;Uruguay;Latin America & Caribbean;High income
2013;0,2;Uruguay;Latin America & Caribbean;High income
2014;0,1;Uruguay;Latin America & Caribbean;High income
2015;0,1;Uruguay;Latin America & Caribbean;High income
2016;0,1;Uruguay;Latin America & Caribbean;High income
1980;;United States;North America;High income
1981;;United States;North America;High income
1982;;United States;North America;High income
1983;;United States;North America;High income
1984;;United States;North America;High income
1985;;United States;North America;High income
1986;0,7;United States;North America;High income
1987;;United States;North America;High income
1988;;United States;North America;High income
1989;;United States;North America;High income
1990;;United States;North America;High income
1991;0,7;United States;North America;High income
1992;;United States;North America;High income
1993;;United States;North America;High income
1994;0,7;United States;North America;High income
1995;;United States;North America;High income
1996;;United States;North America;High income
1997;0,7;United States;North America;High income
1998;;United States;North America;High income
1999;;United States;North America;High income
2000;0,7;United States;North America;High income
2001;;United States;North America;High income
2002;;United States;North America;High income
2003;;United States;North America;High income
2004;1;United States;North America;High income
2005;;United States;North America;High income
2006;;United States;North America;High income
2007;1;United States;North America;High income
2008;;United States;North America;High income
2009;;United States;North America;High income
2010;1;United States;North America;High income
2011;;United States;North America;High income
2012;;United States;North America;High income
2013;1;United States;North America;High income
2014;;United States;North America;High income
2015;;United States;North America;High income
2016;1,3;United States;North America;High income
1980;;Uzbekistan;Europe & Central Asia;Lower middle income
1981;;Uzbekistan;Europe & Central Asia;Lower middle income
1982;;Uzbekistan;Europe & Central Asia;Lower middle income
1983;;Uzbekistan;Europe & Central Asia;Lower middle income
1984;;Uzbekistan;Europe & Central Asia;Lower middle income
1985;;Uzbekistan;Europe & Central Asia;Lower middle income
1986;;Uzbekistan;Europe & Central Asia;Lower middle income
1987;;Uzbekistan;Europe & Central Asia;Lower middle income
1988;;Uzbekistan;Europe & Central Asia;Lower middle income
1989;;Uzbekistan;Europe & Central Asia;Lower middle income
1990;;Uzbekistan;Europe & Central Asia;Lower middle income
1991;;Uzbekistan;Europe & Central Asia;Lower middle income
1992;;Uzbekistan;Europe & Central Asia;Lower middle income
1993;;Uzbekistan;Europe & Central Asia;Lower middle income
1994;;Uzbekistan;Europe & Central Asia;Lower middle income
1995;;Uzbekistan;Europe & Central Asia;Lower middle income
1996;;Uzbekistan;Europe & Central Asia;Lower middle income
1997;;Uzbekistan;Europe & Central Asia;Lower middle income
1998;40,2;Uzbekistan;Europe & Central Asia;Lower middle income
1999;;Uzbekistan;Europe & Central Asia;Lower middle income
2000;62;Uzbekistan;Europe & Central Asia;Lower middle income
2001;;Uzbekistan;Europe & Central Asia;Lower middle income
2002;58,2;Uzbekistan;Europe & Central Asia;Lower middle income
2003;62,1;Uzbekistan;Europe & Central Asia;Lower middle income
2004;;Uzbekistan;Europe & Central Asia;Lower middle income
2005;;Uzbekistan;Europe & Central Asia;Lower middle income
2006;;Uzbekistan;Europe & Central Asia;Lower middle income
2007;;Uzbekistan;Europe & Central Asia;Lower middle income
2008;;Uzbekistan;Europe & Central Asia;Lower middle income
2009;;Uzbekistan;Europe & Central Asia;Lower middle income
2010;;Uzbekistan;Europe & Central Asia;Lower middle income
2011;;Uzbekistan;Europe & Central Asia;Lower middle income
2012;;Uzbekistan;Europe & Central Asia;Lower middle income
2013;;Uzbekistan;Europe & Central Asia;Lower middle income
2014;;Uzbekistan;Europe & Central Asia;Lower middle income
2015;;Uzbekistan;Europe & Central Asia;Lower middle income
2016;;Uzbekistan;Europe & Central Asia;Lower middle income
1980;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1981;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1982;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1983;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1984;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1985;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1986;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1987;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1988;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1989;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1990;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1991;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1992;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1993;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1994;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1995;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1996;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1997;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1998;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1999;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2000;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2001;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2002;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2003;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2004;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2005;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2006;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2007;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2008;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2009;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2010;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2011;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2012;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2013;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2014;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2015;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
2016;;St. Vincent and the Grenadines;Latin America & Caribbean;Upper middle income
1980;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1981;1,3;Venezuela, RB;Latin America & Caribbean;Upper middle income
1982;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1983;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1984;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1985;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1986;;Venezuela, RB;Latin America & Caribbean;Upper middle income
1987;0,8;Venezuela, RB;Latin America & Caribbean;Upper middle income
1988;;Venezuela, RB;Latin America & Caribbean;Upper middle income
